Time,Sine1Hz,Sine5Hz,Sine10Hz,Square1Hz,Square5Hz,Square10Hz,Triangle1Hz,Triangle5Hz,Triangle10Hz
0,-0.0782990982390561,-0.0750308085005523,-0.0339265512500998,0.00979108450397598,0.109676395418372,-0.0622919509994546,0.097772690994284,0.133869656371579,0.0442501548155395
0.01001001001001,0.186798364924511,0.244598024638799,0.513688759613024,0.754621171753698,0.871878017386505,1.0904684217813,0.000162982606602836,0.30875834808397,0.443967316371867
0.02002002002002,0.192918657051157,0.522440886102305,1.07830384835132,1.14221513927688,1.00068085466524,0.9347174241059,0.106112147843848,0.432994074436458,0.910639659701634
0.03003003003003,0.101530006600179,0.685095113199489,0.949277040270343,0.905964050152222,1.08920339921693,0.958511707747316,0.109900974088708,0.682759456088861,0.719809591240166
0.04004004004004,0.39795956275077,0.736052084922666,0.647545036637937,1.03579888164024,0.781647390430585,1.00201527764077,-0.0953208025135547,0.746771738519743,0.369039527139816
0.0500500500500501,0.182776098465252,0.950726010039138,-0.345271665040581,0.920120321029737,1.06169859376775,-1.03096089162951,0.255613104307449,1.04040542998124,-0.21536905950976
0.0600600600600601,0.315637296451864,0.770791465997113,-0.561589282183548,1.08087019007969,1.0554915670658,-0.989129032515283,0.321530547449413,0.59848556834939,-0.27444471164989
0.0700700700700701,0.329834552733925,0.88619005737624,-0.953821261285565,1.11426432034619,1.13649749780552,-0.972332589195341,0.362877834208364,0.689314443166795,-0.828932060806835
0.0800800800800801,0.361561262246849,0.468595325551097,-0.98365229758426,1.11140993049925,0.961873141402575,-1.07446815197243,0.21758262277074,0.243323380511712,-0.747940932255272
0.0900900900900901,0.791808053834565,0.301564520206531,-0.643160364051809,0.786945237884026,1.09989092402092,-0.984345191485436,0.474057919242507,0.222915352880731,-0.270551011757875
0.1001001001001,0.549557189327787,0.00105086177112735,-0.0544246109579237,0.981807792846765,-1.10815226482506,0.982482203276484,0.337466495571475,0.115826483322758,-0.0302560655340051
0.11011011011011,0.754415659299623,-0.309695485998633,0.560824456127597,0.890135528285262,-0.902953908112659,1.23128394241986,0.306303124896818,-0.197912194152814,0.484710224049138
0.12012012012012,0.666886345672366,-0.605804027591026,0.9322151881049,1.04521646010936,-0.963647582935892,1.17153953741747,0.483380060284351,-0.473590286731878,0.87991072303099
0.13013013013013,0.733514352992749,-0.812034734892655,1.03299155628685,0.942548105111821,-1.12051141990385,0.950952884437775,0.608966326493546,-0.64681225414285,0.806909080300687
